index,car_name,year_manufacture,fuel_type,transmission,ownership,engine,number_seats,kms_driven,car_price
2751,1142,18,1,1,1,50,3,158.066,5.280000000000001
2752,1211,14,4,1,3,34,2,22.543,2.7
2753,306,17,4,1,1,12,4,46.767,3.804
2754,1241,20,4,0,1,40,3,7.848,4.536
2755,1535,19,4,1,1,13,1,71.245,4.62
2756,806,25,4,0,1,124,2,1.923,23.868
2757,701,20,4,1,2,109,2,38.463,6.144
2758,292,19,4,0,1,59,2,28.0,8.388
2759,843,20,4,1,1,65,2,19.0,4.188
2760,1366,20,4,0,1,12,2,24.5,142.8
2761,50,24,4,0,1,12,2,11.4,82.8
2762,1348,23,1,0,1,37,2,10.4,57.588
2763,1343,18,4,0,2,130,3,26.0,21.6
2764,708,22,4,1,1,13,3,30.0,6.828
2765,1006,21,4,1,1,13,2,24.0,7.188
2766,581,12,1,1,2,16,2,100.004,1.5
2767,993,11,4,1,2,137,2,25.373,0.756552
2768,842,20,4,1,1,40,2,25.635,3.912
2769,848,19,4,1,1,40,2,46.982,3.372
2770,1127,14,1,1,1,137,2,94.989,2.304
2771,1286,11,4,1,1,29,2,18.322,1.3440000000000003
2772,191,22,4,1,1,12,4,34.364,8.244
2773,440,24,4,1,1,41,2,17.893,16.344
2774,554,22,4,0,1,13,4,15.224,11.808
2775,560,17,4,1,1,106,2,90.228,4.788
2776,1210,17,4,1,2,136,2,76.279,3.684
2777,295,19,1,1,1,12,2,68.861,7.056
2778,1491,14,4,1,1,31,2,52.816,1.728
2779,1750,12,1,1,2,34,2,314.273,7.608
2780,133,12,4,1,1,130,2,5.439,1.051548
2781,651,20,4,1,1,14,2,64.164,5.580000000000001
2782,232,15,1,1,1,61,2,60.834,2.424
2783,813,22,4,0,1,92,2,14.7,18.6
2784,972,25,4,1,1,69,2,25.0,2.868
2785,1661,25,4,1,1,41,2,10.0,9.6
2786,1,23,1,0,1,16,4,39.0,30.96
2787,828,17,1,1,1,40,2,80.0,5.04
2788,313,23,4,0,1,90,2,25.0,27.0
2789,271,18,1,1,2,31,2,75.656,4.2
2790,1233,22,1,1,1,16,2,30.0,10.2
2791,188,20,4,1,1,16,2,60.0,6.24
2792,958,14,1,1,3,130,2,120.0,2.16
2793,231,16,1,1,2,134,2,100.0,2.22
2794,1171,18,1,1,2,12,2,70.0,4.2
2795,1180,18,1,1,2,137,2,120.0,5.04
2796,972,17,4,1,3,130,2,50.0,2.1
2797,108,15,1,1,2,92,2,90.0,1.44
2798,633,11,4,1,1,16,2,70.0,1.3799999999999997
2799,1243,23,0,1,1,60,2,20.0,6.0
2800,990,10,4,1,2,16,2,50.0,0.96
2801,823,17,1,1,2,14,2,25.0,5.4
2802,1140,20,1,1,2,12,4,65.0,7.92
2803,733,21,1,1,1,60,4,90.0,18.0
2804,1229,22,1,1,1,60,5,30.0,9.72
2805,112,14,4,1,1,90,2,60.0,2.1
2806,1119,24,4,1,1,11,2,10.0,6.0
2807,816,23,1,1,1,130,2,30.0,18.84
2808,816,23,1,1,1,41,2,32.0,18.0
2809,905,17,1,1,2,41,2,10.0,8.28
2810,1078,23,4,1,1,134,2,110.0,5.04
2811,1123,16,4,1,1,29,2,120.0,1.44
2812,1122,10,4,1,2,4,1,80.0,1.02
2813,182,21,1,1,1,12,3,53.0,7.8
2814,1835,17,1,1,3,14,2,80.0,3.0
2815,109,15,1,1,1,130,2,50.0,1.404
2816,470,21,1,1,1,36,4,40.0,7.68
2817,607,18,1,1,1,3,2,60.0,5.4
2818,704,18,4,1,3,12,2,60.0,4.68
2819,1692,21,4,1,1,103,2,40.0,4.2
2820,965,15,4,1,2,40,2,50.0,1.02
2821,1279,24,4,1,1,50,2,10.0,12.0
2822,642,12,4,1,3,41,2,80.0,1.176
2823,633,14,4,1,1,12,2,60.0,2.4
2824,1676,15,1,1,1,131,2,400.0,2.4
2825,350,20,4,1,1,41,2,120.0,7.8
2826,1875,13,4,1,1,138,4,90.0,2.1
2827,289,17,1,1,1,41,2,100.0,5.94
2828,637,13,4,1,1,16,2,40.0,1.8
2829,1459,21,4,1,1,92,2,50.0,3.0
2830,1408,15,4,1,3,130,4,100.0,2.52
2831,143,21,4,1,1,44,4,5.0,2.58
2832,1408,15,4,1,3,14,2,100.0,2.52
2833,1139,20,1,1,2,25,2,60.0,8.04
2834,836,16,1,1,3,71,2,50.0,4.8
2835,971,17,0,1,5,14,2,50.0,2.4
2836,421,19,1,1,1,41,4,120.0,9.48
2837,1682,21,4,1,1,12,2,50.0,4.44
2838,1097,23,4,1,1,42,2,20.0,10.8
2839,952,25,4,0,1,74,2,120.0,11.508
2840,1683,21,4,1,1,108,2,100.0,3.96
2841,289,16,1,1,2,16,2,70.0,4.2
2842,1006,25,4,1,2,29,2,50.0,6.3
2843,223,15,4,1,1,31,2,60.0,3.6
2844,930,19,1,0,2,56,4,70.0,8.4
2845,95,16,1,0,3,41,2,150.0,15.6
2846,1180,20,1,1,2,132,2,60.0,5.04
2847,1620,14,1,1,1,69,2,40.0,1.2
2848,231,15,1,1,2,31,2,70.0,1.56
2849,1548,13,4,1,2,35,2,80.0,4.32
2850,178,17,1,1,2,130,2,120.0,5.1
2851,453,16,4,1,1,44,2,110.0,2.16
2852,862,19,1,1,1,16,4,80.0,10.8
2853,246,12,1,1,2,137,2,60.0,1.3200000000000003
2854,1428,17,1,1,2,16,2,72.31,4.68
2855,976,25,4,1,1,74,2,5.0,5.04
2856,568,16,1,1,3,17,2,70.0,4.8
2857,1180,18,1,1,1,137,4,90.0,4.68
2858,1270,19,4,1,1,17,2,90.0,4.2
2859,1698,22,1,1,1,67,2,60.0,7.32
2860,1674,21,1,1,1,92,2,18.0,14.4
2861,1213,13,4,1,3,12,2,105.0,1.5
2862,1253,18,0,1,3,137,2,60.0,3.48
2863,1156,13,4,1,1,137,2,100.0,2.4
2864,52,12,1,0,1,130,2,120.0,4.8
2865,832,13,1,1,1,29,2,100.0,3.6
2866,1183,15,4,1,2,2,2,60.0,3.6
2867,1247,16,4,1,1,42,2,70.6,2.7599999999999993
2868,1262,23,4,1,1,3,2,25.0,5.736
2869,972,19,4,1,1,16,2,30.0,3.0
2870,705,18,1,1,1,44,2,90.0,5.04
2871,1283,10,4,1,1,44,2,37.2,1.224
2872,198,18,4,1,1,12,2,90.0,7.14
2873,525,14,4,1,2,40,2,60.0,1.56
2874,1146,15,1,1,4,41,2,146.0,2.4
2875,564,16,1,1,2,130,2,80.0,4.74
2876,568,17,1,1,2,12,2,80.0,7.2
2877,1174,21,4,1,1,34,2,25.0,7.2
2878,328,12,4,1,2,41,2,60.0,3.0
2879,341,17,1,1,2,16,2,110.0,5.519999999999999
2880,976,20,4,1,1,130,2,20.0,3.6
2881,999,21,4,1,1,72,2,30.0,6.456
2882,813,22,4,0,1,16,2,50.0,19.2
2883,1408,15,4,1,1,29,2,60.0,3.3
2884,1127,14,1,1,2,29,4,64.0,3.6
2885,972,24,4,1,1,41,2,20.0,4.56
2886,1303,14,1,0,2,29,4,70.0,8.52
2887,1180,18,1,1,1,74,4,34.0,6.119999999999999
2888,560,15,4,1,3,14,2,60.0,4.2
2889,560,15,4,1,3,138,2,60.0,4.2
2890,169,20,1,1,1,16,2,90.0,4.8
2891,705,20,1,1,2,17,2,70.0,6.6
2892,940,16,1,1,3,137,2,90.0,4.8
2893,1683,22,4,1,1,13,2,95.105,4.74
2894,1488,23,4,0,1,34,4,20.0,7.8
2895,1089,19,1,1,2,130,2,100.0,6.6
2896,1187,12,4,1,4,60,2,90.0,2.388
2897,980,15,4,1,1,85,4,60.0,1.98
2898,305,15,4,1,1,60,2,25.0,3.12
2899,813,22,4,0,3,132,2,35.0,17.4
2900,990,10,4,1,1,16,2,100.0,1.08
2901,741,21,1,1,1,137,2,80.0,15.6
2902,1384,16,1,1,2,137,1,120.0,7.8
2903,1574,22,1,1,1,40,1,90.0,16.8
2904,456,19,3,1,1,16,2,162.0,3.12
2905,1099,17,1,1,4,120,1,120.0,5.4
2906,1242,24,0,1,2,120,2,60.0,6.119999999999999
2907,1252,22,0,1,1,70,2,80.0,5.880000000000001
2908,328,13,4,1,2,69,2,120.0,3.0
2909,1699,19,1,0,4,61,2,70.0,3.48
2910,48,24,4,0,1,61,2,7.1,210.0
2911,48,23,4,0,1,63,2,11.5,210.0
2912,14,24,4,0,1,70,2,16.0,50.15999999999999
2913,910,25,4,1,1,71,2,5.5,20.16
2914,39,19,1,0,1,28,2,56.5,28.68
2915,11,17,1,0,1,61,2,45.5,17.76
2916,24,24,4,0,0,61,2,16.0,69.36
2917,14,24,4,0,1,52,2,12.0,55.08
2918,718,21,1,0,1,56,2,59.0,35.76
2919,8,21,4,0,1,16,4,41.0,40.559999999999995
2920,31,20,1,0,1,24,2,44.6,28.68
2921,32,16,1,0,2,130,2,38.5,15.36
2922,2,16,4,0,3,37,2,57.5,17.76
2923,23,19,4,0,1,61,2,12.0,40.559999999999995
2924,1207,17,1,1,3,16,1,84.703,3.948
2925,729,21,4,0,1,16,2,78.0,20.279999999999998
2926,972,20,4,1,1,14,2,26.562,3.204
2927,860,16,1,1,3,70,2,93.021,2.364
2928,10,22,1,0,1,56,2,43.9,39.35999999999999
2929,1207,18,1,1,1,28,2,107.813,4.704
2930,1180,20,1,1,1,79,2,64.299,6.444
2931,1682,22,4,1,1,16,2,25.424,4.823999999999999
2932,73,22,4,0,1,3,2,20.8,66.96
2933,12,19,4,0,1,61,2,32.0,24.96
2934,8,21,4,0,2,41,2,27.0,39.35999999999999
2935,250,13,4,1,3,41,2,80.046,3.528
2936,1180,17,1,1,2,44,2,104.724,4.464
2937,523,11,4,1,3,137,2,91.693,0.953808
2938,21,18,1,0,1,3,2,85.0,23.76
2939,239,21,1,1,1,12,2,84.28,6.516
2940,268,16,1,1,2,16,2,72.947,3.0839999999999996
2941,429,22,1,0,1,13,2,38.507,17.124
2942,1252,20,0,1,1,137,4,60.033,4.212
2943,635,17,4,1,2,11,2,35.355,3.0839999999999996
2944,494,20,4,1,2,47,4,24.027,4.476
2945,1002,20,1,1,1,74,2,57.256,6.696
2946,259,16,4,1,1,12,2,62.029,3.384
2947,1252,17,0,1,1,41,2,97.811,3.24
2948,235,14,4,1,1,12,2,54.91,1.968
2949,576,19,4,1,1,56,2,69.271,6.444
2950,948,18,1,1,2,14,2,122.619,7.716
2951,1211,23,4,1,1,61,2,23.976,7.104
2952,392,17,1,1,1,41,2,159.147,4.332
2953,1183,17,4,1,2,12,4,75.384,3.96
2954,23,20,4,0,1,104,2,61.5,35.88
2955,1692,21,4,1,1,12,5,39.477,4.212
2956,21,19,1,0,2,92,2,41.0,30.96
2957,340,18,1,1,2,44,2,53.234,6.216
2958,1170,21,4,0,2,88,2,67.261,7.248
2959,18,17,1,0,3,137,2,71.0,16.56
2960,1009,23,4,1,1,47,2,8.201,7.836
2961,833,18,1,1,1,12,2,98.105,5.676000000000001
2962,569,17,1,0,1,16,4,93.147,5.556
2963,1772,15,1,1,1,44,4,139.257,6.684
2964,980,14,4,1,1,3,4,140.511,1.608
2965,567,17,4,1,1,106,2,68.266,5.388
2966,650,14,4,1,2,37,4,80.283,2.508
2967,1207,19,1,1,1,11,4,55.133,5.508
2968,467,17,1,1,2,137,2,58.437,6.996
2969,523,16,4,1,1,88,4,117.816,2.028
2970,1754,16,1,1,2,25,2,212.661,14.16
2971,829,19,1,1,1,31,2,67.918,6.264
2972,1078,25,4,1,1,98,2,18.636,5.616
2973,981,18,4,1,2,12,2,111.556,2.4119999999999995
2974,1765,18,1,1,1,12,2,141.834,9.516
2975,1094,17,4,1,2,12,2,24.92,4.932000000000001
2976,229,14,1,1,2,36,2,115.042,1.5
2977,1797,21,1,0,2,12,2,57.189,21.132
2978,672,19,4,1,1,72,2,10.188,6.78
2979,643,11,4,1,4,137,2,55.892,1.56
2980,708,22,4,1,1,3,2,38.285,7.968
2981,1807,24,4,1,1,137,2,26.523,11.135999999999997
2982,708,22,4,1,1,35,2,35.986,7.968
2983,1322,19,1,0,1,16,1,51.609,23.148
2984,1269,22,4,1,1,16,2,42.561,4.956
2985,527,11,4,1,1,3,2,30.778,1.26
2986,1252,20,0,1,2,130,2,30.819,4.02
2987,1397,15,1,1,3,41,2,77.464,1.668
2988,1229,19,1,1,1,37,2,55.142,6.504
2989,1189,18,1,1,2,31,2,64.705,5.748
2990,630,12,4,1,4,16,2,83.013,1.56
2991,962,12,4,1,4,61,2,91.817,0.65316
2992,288,21,1,1,1,132,4,76.012,6.732
2993,444,23,1,0,1,14,4,20.507,21.276
2994,219,12,1,1,1,40,2,118.039,2.088
2995,1700,17,1,1,1,11,2,169.306,3.36
2996,16,17,1,0,1,37,2,71.0,20.279999999999998
2997,452,19,4,1,2,137,2,51.841,2.592
2998,1694,20,4,1,1,31,2,10.098,4.967999999999999
2999,350,18,4,1,3,35,2,58.328,5.964
3000,1079,21,4,1,1,137,2,94.128,3.708
3001,899,20,1,1,1,130,2,38.979,6.192
3002,1252,19,0,1,1,12,2,54.087,3.888
3003,232,13,1,1,1,47,2,71.969,1.512
3004,1432,21,1,1,1,12,4,59.609,7.224
3005,1252,18,0,1,1,12,2,94.509,3.444
3006,972,21,4,1,1,13,2,52.254,3.168
3007,1176,21,4,1,1,95,2,25.0,7.2
3008,605,21,4,1,1,104,4,36.006,10.884
3009,671,13,4,1,2,3,2,94.264,2.292
3010,1015,25,4,1,1,12,2,14.976,7.296
3011,140,20,4,1,1,104,2,163.605,2.652
3012,1742,22,4,0,2,13,4,44.0,37.2
3013,36,14,1,0,3,59,2,68.0,11.939999999999998
3014,635,14,4,1,1,16,2,38.0,2.7
3015,1185,22,4,1,1,74,2,65.0,7.8
3016,44,17,1,0,2,59,2,43.0,22.5
3017,257,18,4,1,3,59,2,80.0,4.32
3018,1318,23,1,0,2,65,2,24.0,46.8
3019,1003,21,1,1,1,69,2,90.0,7.2
3020,880,19,1,1,1,122,4,25.0,12.0
3021,1348,23,1,0,1,70,2,24.0,67.8
3022,1355,24,1,0,1,61,4,13.0,106.8
3023,1347,24,4,0,1,69,4,15.0,73.2
3024,714,24,1,0,1,44,2,9.9,88.8
3025,786,22,1,0,1,113,4,68.5,228.0
3026,94,25,4,0,1,74,2,7.6,89.4
3027,32,19,1,0,2,36,2,76.0,17.7
3028,925,16,1,1,2,92,4,120.0,5.4
3029,566,19,1,1,2,86,2,120.0,6.24
3030,101,22,4,0,1,89,2,39.0,138.0
3031,871,20,1,1,1,106,4,88.0,13.5
3032,1111,25,4,0,1,137,4,2.0,17.4
3033,836,22,1,1,1,72,2,40.0,9.0
3034,1709,22,4,0,1,74,2,20.0,49.08
3035,1328,9,4,0,2,16,2,110.0,6.0
3036,1750,14,1,1,3,50,2,80.0,10.2
3037,1285,11,4,1,3,59,5,110.0,1.2
3038,1354,20,1,0,1,41,2,49.0,52.8
3039,1673,16,1,1,3,137,2,145.0,3.84
3040,1099,15,1,1,2,88,2,40.0,6.0
3041,1872,13,4,1,3,67,2,100.0,1.5
3042,1339,23,1,0,1,29,2,17.0,69.6
3043,1841,18,1,1,1,13,4,100.0,5.880000000000001
3044,1266,14,4,1,1,29,1,100.0,2.28
3045,1766,16,1,1,2,59,5,120.0,7.2
3046,88,24,1,0,1,69,2,19.0,72.0
3047,702,20,1,1,2,130,4,60.0,7.8
3048,1395,21,4,1,1,74,2,25.0,4.8
3049,1619,15,1,1,1,69,2,100.0,2.22
3050,1352,24,1,0,1,41,4,24.9,85.8
3051,863,18,1,1,1,4,2,70.0,12.0
3052,961,17,4,1,1,138,4,70.0,2.4
3053,864,9,1,1,2,123,5,100.0,4.2
3054,719,23,4,0,1,16,2,7.5,56.4
3055,820,23,1,1,1,106,2,110.0,6.96
3056,607,18,1,1,2,88,2,70.0,3.72
3057,1464,24,4,1,1,66,2,35.0,9.0
3058,1799,21,1,0,1,14,2,56.0,189.6
3059,1189,20,1,1,2,1,2,74.2,6.42
3060,1754,19,1,1,2,137,2,120.0,18.0
3061,1763,10,1,1,3,101,4,169.0,3.6
3062,1312,25,1,0,1,130,4,4.0,74.4
3063,1840,13,1,1,3,3,2,90.0,1.56
3064,1678,20,1,1,1,35,2,120.0,3.6
3065,968,12,4,1,2,101,2,70.0,1.3799999999999997
3066,1370,17,1,0,2,132,2,13.0,57.3
3067,989,7,4,1,3,44,2,70.0,0.84
3068,532,7,4,0,4,12,1,60.0,1.08
3069,1469,18,1,1,3,108,2,110.0,5.4
3070,1361,23,1,0,2,12,4,15.0,140.4
3071,451,16,4,1,1,130,2,30.0,2.1
3072,566,18,1,1,2,130,4,115.0,8.4
3073,1009,22,4,1,1,104,2,15.0,7.8
3074,99,23,1,0,1,29,4,25.0,99.6
3075,1112,21,4,0,1,92,2,80.0,6.0
3076,966,5,4,1,1,12,4,29.0,1.008
3077,976,22,4,1,1,107,2,70.0,3.6
3078,45,20,1,0,1,138,4,65.0,55.2
3079,657,12,1,1,4,92,2,110.0,2.4
3080,834,15,1,1,4,67,2,100.0,4.08
3081,996,21,4,1,1,88,2,60.0,6.6
3082,1359,19,1,0,2,16,2,45.0,71.4
3083,1850,25,4,1,1,29,2,5.0,15.6
3084,836,17,1,1,2,72,2,60.0,5.64
3085,61,22,1,0,1,29,2,29.0,57.6
3086,1760,15,1,1,2,32,2,200.0,5.1
3087,1207,18,1,1,1,41,2,110.0,4.2
3088,1619,18,1,1,1,59,2,120.0,2.88
3089,1354,22,1,0,1,101,2,45.0,67.2
3090,1612,12,4,1,1,61,4,25.0,1.3799999999999997
3091,1617,9,1,1,2,137,2,80.0,0.84
3092,182,21,1,1,1,110,2,70.0,7.8
3093,1317,24,4,0,1,37,2,11.0,57.48
3094,1357,24,1,0,1,50,2,12.0,124.8
3095,21,19,1,0,2,137,2,40.0,29.88
3096,1262,24,4,1,1,70,2,7.5,6.252
3097,784,22,4,0,1,130,2,40.0,230.4
3098,830,21,1,1,1,16,4,50.0,7.2
3099,1870,13,1,1,2,70,2,80.0,3.0
3100,1023,20,4,1,1,67,2,40.0,4.152
3101,1890,25,4,0,1,37,2,7.0,82.2
3102,963,13,3,1,3,57,4,60.0,0.84
3103,1209,21,1,1,1,12,2,40.0,7.2
3104,116,16,1,1,4,107,2,70.0,2.4
3105,82,22,1,0,1,138,2,25.0,36.0
3106,900,19,1,1,1,17,2,120.0,5.880000000000001
3107,364,14,4,1,3,13,2,100.0,2.4
3108,633,12,4,1,1,72,2,50.0,1.8
3109,1294,19,1,0,1,130,2,12.0,79.2
3110,1487,22,4,1,1,16,2,25.0,6.6
3111,1106,10,4,1,1,29,2,20.0,1.44
3112,257,19,4,1,4,104,2,80.0,3.12
3113,1307,18,1,0,2,16,2,37.0,25.8
3114,990,15,4,1,1,12,2,80.0,1.932
3115,1203,13,1,1,2,130,2,120.0,2.4
3116,1609,14,1,1,2,65,4,90.0,0.9
3117,1419,19,1,0,1,42,2,50.0,69.6
3118,1206,16,1,1,2,29,2,80.0,3.6
3119,650,14,4,1,2,74,2,120.0,2.4
3120,1124,21,4,1,1,69,2,10.0,3.0
3121,1335,24,4,0,1,17,2,8.9,80.4
3122,173,24,1,1,1,12,4,15.0,10.2
3123,669,18,1,1,2,130,2,100.0,5.4
3124,940,17,1,1,2,59,2,70.0,8.4
3125,792,23,4,0,1,94,4,19.5,136.79999999999998
3126,1187,12,4,1,1,16,2,85.0,3.6
3127,1212,22,4,1,1,16,2,43.0,6.54
3128,987,13,4,1,1,123,5,70.0,1.2
3129,1317,22,4,0,1,130,2,28.0,51.0
3130,865,12,1,1,2,14,2,90.0,3.72
3131,1207,11,1,1,4,74,2,128.0,2.04
3132,1234,20,1,1,2,70,2,80.0,8.34
3133,1799,22,1,0,1,14,1,27.0,202.8
3134,972,20,4,1,2,13,2,50.0,3.0
3135,1683,22,4,1,1,4,2,40.0,5.448
3136,866,9,1,1,1,70,2,80.0,1.3200000000000003
3137,86,24,4,0,1,37,2,10.0,48.0
3138,1559,24,4,1,1,16,2,30.0,8.4
3139,137,20,4,1,2,130,2,110.0,3.24
3140,608,17,1,1,2,83,2,90.0,3.48
3141,1375,20,4,0,2,12,4,40.0,41.4
3142,547,23,1,1,1,12,2,60.0,11.4
3143,1234,20,1,1,3,12,2,80.0,8.4
3144,990,12,4,1,2,71,2,110.0,1.44
3145,1892,22,1,0,1,18,2,34.0,65.4
3146,1183,24,4,1,1,137,2,35.0,7.8
3147,1727,22,4,1,1,3,2,60.0,6.6
3148,504,20,4,1,1,3,2,90.0,4.8
3149,780,23,1,0,1,138,2,38.0,58.5
3150,245,10,4,1,2,137,2,45.0,0.6
3151,1247,8,4,1,1,16,2,120.0,0.9
3152,523,13,4,1,2,101,2,70.0,1.26
3153,642,14,4,1,1,132,2,111.408,2.16
3154,175,16,4,1,2,130,2,70.0,3.756
3155,1023,18,4,1,3,138,4,80.0,2.4599999999999995
3156,1236,20,1,1,1,12,2,80.0,8.16
3157,1371,25,1,0,1,37,2,1.4,212.4
3158,460,17,4,1,2,36,4,60.0,2.34
3159,992,11,4,1,4,11,2,80.0,0.96
3160,1453,22,4,0,1,29,2,15.0,3.6
3161,622,22,4,1,1,74,2,90.0,5.580000000000001
3162,437,23,1,1,1,3,2,56.04,13.02
3163,1094,24,4,1,1,16,4,69.305,10.188
3164,234,17,4,1,3,29,2,66.974,2.82
3165,1619,17,1,1,1,130,4,227.904,1.68
3166,873,24,1,1,1,74,2,40.67,20.532
3167,516,23,4,1,1,16,2,17.535,5.232000000000001
3168,1145,21,1,1,2,106,2,80.243,9.0
3169,1621,17,1,1,1,13,2,61.549,2.424
3170,972,17,4,1,2,13,2,89.345,2.04
3171,882,22,1,1,1,57,5,95.79,15.636
3172,1207,18,1,1,1,13,2,77.173,5.1
3173,1756,16,1,1,2,3,2,169.917,14.1
3174,306,18,4,1,1,88,2,46.224,4.044
3175,1394,20,4,1,1,12,2,23.947,4.752
3176,366,11,4,1,2,6,2,50.546,2.16
3177,270,18,4,1,1,138,2,61.229,3.84
3178,639,14,3,1,3,4,2,85.122,2.112
3179,1773,17,1,1,1,132,2,46.286,8.616
3180,1015,23,4,1,1,3,2,8.11,7.044
3181,151,18,4,1,2,137,2,64.712,2.6160000000000005
3182,1453,20,4,0,1,131,2,52.698,3.564
3183,493,19,1,1,2,36,2,120.797,3.48
3184,455,20,4,1,1,130,4,39.109,3.216
3185,630,12,4,1,1,23,2,21.046,1.788
3186,1266,17,4,1,1,41,2,34.794,3.156
3187,1460,21,4,1,1,74,4,33.614,3.66
3188,1071,25,4,1,1,16,2,9.63,11.4
3189,990,14,4,1,3,60,2,72.153,1.3200000000000003
3190,1801,22,1,1,1,36,2,78.172,6.78
3191,353,21,1,1,1,23,2,64.313,9.504
3192,936,23,1,1,1,16,2,74.787,18.744
3193,1190,22,1,1,1,137,2,92.045,8.052
3194,732,21,1,1,3,132,1,48.259,14.436
3195,1098,22,4,1,1,40,4,21.197,8.892
3196,1739,15,1,1,1,34,2,13.814,4.08
3197,1003,18,1,1,1,128,2,85.89,5.448
3198,1249,13,4,1,1,138,2,101.935,1.596
3199,454,21,4,1,1,40,4,26.012,3.396
3200,330,15,4,1,2,12,4,117.699,3.756
3201,804,24,4,1,2,138,4,31.437,21.684
3202,1636,18,4,0,1,88,2,14.458,1.728
3203,1481,22,4,1,1,74,2,55.744,6.023999999999999
3204,349,18,4,1,1,13,2,10.411,6.54
3205,1184,22,4,1,1,12,4,43.627,7.332
3206,1452,20,4,0,1,67,2,31.306,2.82
3207,1771,18,1,1,2,12,2,308.768,7.836
3208,942,21,1,0,1,36,2,55.209,14.82
3209,138,20,4,1,1,13,2,18.732,3.648
3210,502,24,0,1,1,12,2,30.273,8.892
3211,93,22,1,0,1,47,2,29.0,67.8
3212,482,21,4,1,1,16,2,47.841,5.544
3213,1094,23,4,1,1,138,2,3.707,10.188
3214,270,19,4,1,1,16,4,104.596,4.548
3215,641,16,4,1,1,131,2,60.162,3.156
3216,426,18,4,1,1,137,2,72.434,9.36
3217,1206,15,1,1,3,98,2,96.906,3.24
3218,1449,23,4,0,1,40,2,4.603,5.34
3219,1207,17,1,1,2,29,2,63.74,4.44
3220,1459,19,4,1,1,12,2,53.827,2.9880000000000004
3221,774,24,4,1,1,18,4,13.997,12.443999999999999
3222,1746,20,1,1,2,16,2,120.949,23.76
3223,350,20,4,1,1,3,2,42.189,7.728
3224,662,15,1,1,1,37,3,34.341,3.396
3225,501,23,4,1,1,135,2,18.881,7.908
3226,244,12,4,1,2,16,2,127.335,0.869928
3227,1229,22,1,1,1,36,4,26.201,9.0
3228,642,17,4,1,1,137,2,107.263,2.976
3229,830,20,1,1,1,42,4,58.245,7.356
3230,1290,9,4,1,2,98,2,142.74,0.6086159999999999
3231,1207,18,1,1,1,9,4,51.755,5.1
3232,1279,23,4,1,1,74,2,84.284,11.447999999999999
3233,1249,18,4,1,1,137,2,94.087,3.312
3234,222,14,4,1,1,82,2,56.292,3.336
3235,1745,23,1,1,2,74,2,91.604,35.184
3236,1702,18,4,1,1,16,2,56.29,3.192
3237,945,18,1,1,4,23,4,41.086,7.212
3238,984,19,4,1,1,12,2,38.137,3.12
3239,1786,25,1,0,1,4,2,11.724,26.592
3240,1672,19,1,1,4,77,2,111.023,6.348
3241,125,16,1,1,1,35,2,63.936,3.048
3242,1733,16,1,1,1,40,2,229.289,3.552
3243,647,20,4,1,1,29,2,21.292,6.756
3244,492,19,1,1,1,9,2,99.561,4.176
3245,207,19,1,0,2,137,2,103.066,16.056
3246,1425,17,1,1,2,41,2,102.141,4.344
3247,191,20,4,1,1,130,2,49.32,7.62
3248,1619,18,1,1,1,40,2,43.239,2.064
3249,1611,20,0,1,1,14,2,112.051,2.9640000000000004
3250,1033,20,4,0,2,126,1,7.999,4.152
3251,180,16,1,1,1,12,2,86.269,4.572
3252,992,13,4,1,1,120,2,15.166,1.44
3253,1695,22,2,0,1,44,2,25.882,7.572
3254,317,12,4,0,1,59,2,57.209,3.228
3255,1820,16,1,1,3,2,2,94.848,4.056
3256,1340,20,4,0,2,59,2,47.0,182.4
3257,622,21,4,1,1,60,2,9.669,5.748
3258,1421,22,4,0,1,2,2,10.0,210.0
3259,568,17,1,1,3,65,2,111.246,4.932000000000001
3260,1336,20,1,0,1,29,4,44.0,52.8
3261,1268,13,4,1,1,12,2,55.118,1.716
3262,1336,20,1,0,1,82,2,39.0,52.2
3263,1572,24,1,1,1,12,2,128.924,14.292
3264,1245,13,4,1,1,137,2,55.842,1.272
3265,1347,23,4,0,1,44,2,32.0,67.8
3266,659,15,1,1,1,37,2,96.732,3.42
3267,488,17,4,1,1,16,2,38.37,3.996
3268,1785,20,1,1,2,137,2,126.401,10.872
3269,665,20,4,1,2,12,4,44.357,6.167999999999999
3270,1249,16,4,1,1,4,2,60.545,2.676
3271,568,15,1,1,3,74,2,132.004,3.804
3272,761,24,1,1,1,16,5,7.0,15.9
3273,1233,22,1,1,1,12,2,36.096,9.660000000000002
3274,1262,24,4,1,1,88,2,9.264,6.276000000000001
3275,489,16,4,1,1,13,5,112.87,3.096
3276,608,17,1,1,2,137,2,56.522,3.564
3277,874,21,1,1,1,82,2,74.206,15.012
3278,1180,21,1,1,1,1,2,70.0,7.98
3279,648,21,4,1,2,12,2,50.924,6.756
3280,1773,18,1,1,1,137,2,55.681,9.288
3281,1647,22,4,1,1,137,4,13.308,7.752
3282,1284,14,4,1,1,16,2,27.42,2.004
3283,1789,21,1,1,1,71,1,143.696,18.06
3284,1678,20,1,1,1,110,3,117.792,4.488
3285,1166,20,4,0,1,65,2,47.131,6.228000000000001
3286,1252,15,0,1,1,59,5,104.155,2.34
3287,968,14,4,1,1,41,2,54.573,1.92
3288,1005,22,1,1,3,88,4,84.143,7.056
3289,781,22,1,0,1,14,2,46.0,57.6
