index,car_name,year_manufacture,fuel_type,transmission,ownership,engine,number_seats,kms_driven,car_price
1382,421,22,1,1,2,44,2,66.518,13.56
1383,554,22,4,0,2,14,2,26.684,12.636
1384,421,18,1,1,1,12,2,38.28,9.48
1385,1683,20,4,1,1,74,4,96.392,4.524
1386,1163,14,4,1,1,41,2,92.613,3.432
1387,878,21,1,1,1,29,2,40.011,14.136
1388,342,18,1,1,2,16,2,98.772,6.396
1389,674,16,1,1,1,29,2,38.931,4.2
1390,1200,20,1,1,1,74,4,82.392,5.123999999999999
1391,656,20,1,1,1,137,2,96.805,6.864
1392,877,21,1,1,1,12,2,68.307,11.976
1393,1249,19,4,1,1,16,2,30.404,4.5
1394,996,21,4,1,2,74,4,36.438,7.56
1395,1207,18,1,1,1,34,2,115.206,4.512
1396,940,18,1,1,1,67,2,104.537,7.476
1397,813,22,4,0,2,61,2,29.827,19.356
1398,60,23,1,0,1,98,4,9.2,53.4
1399,32,18,1,0,1,115,4,39.356,21.0
1400,1796,20,1,0,1,98,4,55.0,18.9
1401,211,21,1,0,1,107,2,80.0,34.5
1402,1796,22,1,0,1,16,2,55.0,23.34
1403,1368,20,1,0,1,40,2,18.0,85.8
1404,1230,21,1,0,1,132,2,43.0,9.0
1405,438,24,4,1,1,72,2,1.0,15.276
1406,454,16,4,1,1,137,2,67.885,2.7599999999999993
1407,1302,16,1,0,1,29,2,40.0,16.5
1408,449,16,4,1,1,12,2,48.421,2.7599999999999993
1409,668,21,1,1,1,44,2,110.0,7.8
1410,1183,17,4,1,1,41,2,49.0,5.1
1411,568,16,1,1,1,5,2,75.0,5.4
1412,178,17,1,1,1,61,2,71.0,4.919999999999999
1413,105,12,4,1,2,16,4,78.0,1.08
1414,21,19,1,0,1,13,2,68.0,29.4
1415,1099,18,1,1,1,37,2,94.944,6.216
1416,264,20,4,1,1,40,2,6.357,5.652
1417,549,25,1,1,1,14,2,24.237,12.288
1418,765,24,4,0,1,98,4,28.0,19.8
1419,252,23,4,1,1,106,4,10.282,7.068
1420,1797,21,1,0,1,67,2,111.337,20.520000000000003
1421,1754,17,1,1,1,35,2,127.429,15.144
1422,65,21,1,0,2,12,2,55.0,48.6
1423,1404,18,1,1,2,4,2,61.034,4.068
1424,1158,21,4,0,2,61,2,76.036,6.768
1425,493,17,1,1,2,29,2,65.0,3.3
1426,38,18,1,0,3,98,4,80.0,17.7
1427,548,22,1,1,1,44,2,64.104,11.784
1428,1796,21,1,0,1,137,2,116.378,18.912
1429,566,19,1,1,2,74,4,42.234,6.72
1430,552,24,4,1,1,12,2,10.0,13.8
1431,940,16,1,1,2,13,2,49.812,5.328000000000001
1432,1119,25,4,1,1,104,2,2.294,6.023999999999999
1433,1490,13,4,1,5,16,2,94.679,1.404
1434,37,18,1,0,1,137,2,35.0,25.2
1435,1065,17,1,1,1,8,2,57.122,5.712
1436,1266,20,4,1,1,44,2,25.122,3.984
1437,475,20,1,1,2,12,2,60.0,4.2
1438,429,23,1,0,2,29,2,36.0,17.1
1439,1009,23,4,1,1,95,4,38.736,7.572
1440,674,17,1,1,1,56,2,130.432,4.572
1441,1742,22,4,0,2,104,2,44.0,37.2
1442,23,21,4,0,1,3,2,30.0,44.1
1443,36,14,1,0,3,74,4,68.0,11.939999999999998
1444,635,14,4,1,1,12,2,38.0,2.7
1445,931,18,1,1,1,74,4,65.0,10.68
1446,1185,22,4,1,1,24,2,65.0,7.8
1447,876,25,1,1,1,65,2,12.001,19.02
1448,731,22,4,1,1,104,4,23.0,16.5
1449,1338,21,4,0,1,13,2,65.0,52.8
1450,44,17,1,0,2,62,2,43.0,22.5
1451,303,15,4,1,1,67,1,25.0,3.18
1452,1894,23,1,0,1,13,3,7.5,72.0
1453,72,23,1,0,1,80,2,50.0,72.6
1454,844,20,4,1,1,61,2,36.0,5.219999999999999
1455,537,15,4,1,1,107,4,86.0,5.7
1456,27,17,1,0,1,11,2,56.5,15.6
1457,1358,19,1,0,2,44,2,70.0,62.4
1458,235,16,4,1,1,59,2,68.0,3.18
1459,584,20,1,0,1,65,2,63.5,12.0
1460,1318,22,1,0,1,67,2,26.5,49.2
1461,1347,24,4,0,1,41,2,15.0,73.2
1462,87,21,1,0,1,37,2,38.5,34.2
1463,281,22,1,0,1,88,2,44.5,11.1
1464,703,25,1,1,1,98,4,15.5,11.7
1465,1707,20,4,0,1,108,2,47.0,28.2
1466,1744,21,1,0,1,67,2,12.0,40.2
1467,99,25,1,0,1,72,2,20.5,120.0
1468,53,17,1,0,3,12,2,64.593,22.2
1469,1354,19,1,0,1,72,2,64.0,43.8
1470,1758,24,4,1,1,98,4,70.0,8.4
1471,1330,18,1,0,2,69,2,63.203,26.4
1472,1743,20,1,0,1,131,2,60.5,34.8
1473,714,24,1,0,1,137,2,9.9,88.8
1474,1457,19,4,1,1,122,2,25.0,3.42
1475,1243,14,0,1,2,16,4,65.0,2.292
1476,786,22,1,0,1,40,2,68.5,228.0
1477,1099,17,1,1,2,29,2,43.0,7.2
1478,351,18,4,1,1,70,2,70.0,7.08
1479,702,16,1,1,3,130,2,150.0,3.3
1480,94,25,4,0,1,44,2,7.6,89.4
1481,972,24,4,1,1,137,2,31.458,3.684
1482,466,16,1,1,1,113,4,70.372,6.3
1483,1252,15,0,1,1,40,2,129.325,2.28
1484,101,22,4,0,1,95,4,39.0,138.0
1485,330,24,4,1,1,72,2,17.0,12.18
1486,1742,23,4,0,1,107,2,20.0,42.0
1487,1297,16,1,0,3,41,2,57.0,9.18
1488,1368,18,1,0,1,11,2,40.0,61.2
1489,181,23,1,1,1,128,1,46.0,11.4
1490,1081,22,0,1,1,86,2,18.0,6.0
1491,1635,18,4,1,4,11,2,59.29,1.0280520000000002
1492,1709,22,4,0,1,13,2,20.0,49.08
1493,1075,15,4,1,1,13,2,18.0,2.52
1494,1394,21,4,1,1,67,2,56.0,4.26
1495,1814,19,4,1,2,35,2,66.0,5.46
1496,61,22,1,0,1,108,2,43.0,55.2
1497,1413,17,1,1,1,37,4,67.0,5.1
1498,100,18,1,0,2,137,2,75.0,45.48
1499,903,20,1,1,1,61,2,47.0,7.74
1500,556,24,4,1,1,12,2,8.8,12.9
1501,34,17,1,0,2,55,2,94.002,19.2
1502,1119,24,4,1,1,60,2,12.0,6.3
1503,469,18,4,0,1,72,2,75.0,9.18
1504,745,22,1,1,1,108,2,62.0,18.9
1505,1307,17,1,0,3,69,4,90.004,14.28
1506,98,17,1,0,2,72,2,83.005,34.8
1507,932,21,1,1,1,88,4,47.0,13.14
1508,1354,20,1,0,1,41,2,49.0,52.8
1509,1782,18,1,1,1,41,2,70.0,14.4
1510,181,18,1,1,1,59,2,62.5,5.7
1511,181,20,1,1,1,48,2,49.036,8.7
1512,1339,23,1,0,1,12,2,17.0,69.6
1513,1298,16,4,0,2,59,2,67.0,15.48
1514,1225,20,4,1,2,104,1,39.889,5.292
1515,1337,25,1,0,1,41,2,2.0,91.5
1516,25,18,1,0,1,67,2,81.25,50.4
1517,183,19,1,1,1,11,2,43.0,6.3
1518,88,24,1,0,1,41,2,19.0,72.0
1519,224,19,4,1,2,108,1,29.0,4.74
1520,800,25,4,0,1,54,2,2.4,20.7
1521,722,15,1,0,2,56,2,79.004,27.48
1522,1306,21,4,0,1,72,2,28.0,43.8
1523,1722,18,4,0,2,122,2,99.3,10.5
1524,1362,17,1,0,2,108,1,80.0,26.28
1525,795,16,1,0,2,61,2,87.002,42.3
1526,75,24,1,0,1,61,2,19.0,156.0
1527,34,16,1,0,2,122,2,94.002,17.1
1528,16,16,1,0,2,54,2,82.005,17.1
1529,795,16,1,0,1,70,2,95.004,47.7
1530,1306,21,4,0,1,41,2,25.0,43.8
1531,86,22,4,0,2,44,2,68.753,33.72
1532,178,18,1,1,1,59,2,62.5,5.7
1533,419,20,1,0,1,41,2,85.0,10.739999999999998
1534,1317,24,4,0,1,16,2,12.0,59.88
1535,398,20,1,1,1,16,2,58.0,8.388
1536,1005,21,1,1,1,59,2,55.5,7.44
1537,1005,21,1,1,1,60,2,54.0,7.5
1538,1317,24,4,0,1,60,2,12.0,57.48
1539,1568,22,1,1,1,3,2,32.5,15.0
1540,1568,22,1,1,1,69,2,33.5,15.12
1541,631,15,4,1,1,92,4,60.0,2.652
1542,794,23,4,0,1,16,2,38.0,102.0
1543,835,18,1,1,1,137,2,120.0,5.4
1544,1227,20,1,1,1,68,4,64.0,7.62
1545,1243,20,0,1,1,34,2,59.0,4.8
1546,803,24,1,0,2,138,2,11.0,47.58
1547,813,24,4,0,1,62,2,12.023,21.6
1548,1454,22,4,0,1,0,2,30.0,5.64
1549,1885,21,1,0,1,59,2,20.0,53.7
1550,818,23,2,0,1,70,2,38.0,25.32
1551,1317,21,4,0,1,59,2,16.5,43.8
1552,1377,17,1,0,2,12,2,29.0,22.679999999999996
1553,1318,23,1,0,2,41,2,24.0,46.8
1554,1201,23,4,1,1,108,2,37.229,5.796
1555,342,18,1,1,3,74,4,100.0,5.880000000000001
1556,95,18,1,0,2,61,2,85.0,35.7
1557,940,16,1,1,1,41,2,90.928,5.171999999999999
1558,1,23,1,0,1,59,2,39.0,30.96
1559,1862,18,1,0,1,25,4,78.0,6.0
1560,1352,24,1,0,1,31,2,24.9,85.8
1561,1096,19,0,1,1,40,2,44.0,8.7
1562,231,17,1,1,3,69,2,86.483,2.316
1563,326,22,4,1,1,50,2,20.0,10.8
1564,719,23,4,0,1,98,4,7.5,56.4
1565,1440,20,4,1,2,36,4,49.0,6.9
1566,1796,21,1,0,1,123,4,26.0,22.5
1567,1086,18,0,1,1,12,2,65.0,8.1
1568,1799,21,1,0,1,16,2,56.0,189.6
1569,1758,23,4,1,1,44,2,40.252,7.272
1570,1207,17,1,1,2,12,2,97.947,3.876
1571,420,18,1,0,1,61,2,150.715,8.592
1572,641,13,4,1,1,36,4,102.82,1.896
1573,1501,15,1,0,3,66,2,109.403,3.0359999999999996
1574,1095,22,4,0,1,12,2,37.377,10.296
1575,1312,25,1,0,1,35,2,4.0,74.4
1576,1183,18,4,1,2,61,2,84.728,4.404
1577,1432,16,1,1,2,40,2,53.548,3.888
1578,15,17,1,0,1,12,2,29.397,19.428000000000004
1579,347,19,4,0,1,69,4,64.0,9.3
1580,488,19,4,1,1,16,2,30.346,4.871999999999999
1581,932,20,1,1,1,29,2,42.119,12.756
1582,1180,17,1,1,2,13,2,120.45,3.924
1583,417,20,1,1,1,65,1,70.0,10.02
1584,270,18,4,1,2,25,2,59.534,5.280000000000001
1585,117,19,1,0,2,88,5,90.0,7.8
1586,1045,20,4,1,1,59,2,63.001,9.0
1587,1779,17,1,1,1,12,2,153.0,16.2
1588,1318,17,1,0,1,36,3,65.0,19.2
1589,489,18,4,1,2,61,2,60.0,5.519999999999999
1590,1279,24,4,1,1,12,2,17.0,13.2
1591,3,16,1,0,3,69,4,55.0,15.6
1592,698,22,4,1,1,17,2,24.0,9.48
1593,932,19,1,1,1,14,2,102.0,14.4
1594,1155,13,4,1,1,138,4,40.0,3.84
1595,1681,19,4,1,1,50,2,92.195,3.66
1596,1482,23,4,0,1,56,2,13.78,7.98
1597,1529,22,4,0,1,14,2,24.7,11.7
1598,1505,22,4,0,1,44,2,41.0,23.4
1599,383,20,4,0,2,25,2,18.0,8.16
1600,420,19,1,0,1,16,2,7.0,14.7
1601,1040,21,4,0,1,12,2,39.6,11.4
1602,1207,21,1,1,1,98,4,39.5,8.28
1603,1170,23,4,0,1,62,2,11.8,10.5
1604,1746,20,1,1,2,106,4,77.0,33.66
1605,1882,20,1,0,1,40,2,99.0,20.16
1606,1754,17,1,1,1,40,2,177.0,19.320000000000004
1607,763,22,4,1,1,67,2,43.0,16.68
1608,921,22,1,1,1,61,2,40.0,15.12
1609,82,22,1,0,1,16,2,65.0,39.0
1610,1,23,1,0,1,40,4,39.0,30.96
1611,1233,21,1,1,1,44,2,48.0,11.760000000000002
1612,854,22,1,1,1,37,4,77.0,12.3
1613,423,21,1,1,1,41,4,52.0,12.3
1614,896,21,1,1,1,40,2,27.0,11.639999999999999
1615,295,21,1,1,1,41,2,47.0,11.58
1616,1656,22,1,1,2,47,2,42.0,11.460000000000003
1617,398,21,1,1,1,50,2,42.0,11.160000000000002
1618,435,19,4,1,1,13,2,48.0,10.739999999999998
1619,1144,20,1,1,1,37,4,59.0,10.260000000000002
1620,1647,22,4,1,1,138,4,27.0,10.02
1621,901,19,1,1,1,16,4,44.0,9.6
1622,1488,24,4,0,1,41,2,5.0,9.6
1623,1099,16,1,1,1,40,4,78.0,8.88
1624,195,19,1,1,1,138,2,57.0,8.4
1625,391,17,4,1,2,41,2,48.0,7.26
1626,176,17,4,1,1,35,2,56.0,7.08
1627,1861,16,1,1,1,40,2,15.0,6.6
1628,1424,15,1,1,2,74,2,77.0,6.78
1629,360,21,4,1,1,13,2,60.0,10.2
1630,791,16,1,0,2,14,2,65.0,24.0
1631,387,15,4,1,1,12,2,61.985,4.68
1632,277,22,4,1,1,14,2,19.0,9.839999999999998
1633,1184,22,4,1,1,12,2,30.0,9.0
1634,371,21,4,1,1,12,2,41.0,8.4
1635,501,23,4,1,1,47,2,6.834,8.1
1636,1183,16,4,1,1,36,2,112.16,4.44
1637,428,21,4,0,1,35,2,16.118,13.2
1638,1047,23,4,1,1,50,2,47.0,11.88
1639,1428,15,1,1,2,36,2,80.0,5.04
1640,1534,23,4,1,1,137,2,24.0,10.716
1641,1049,21,4,0,1,12,2,46.0,10.38
1642,1014,20,4,1,1,12,2,30.0,9.42
1643,666,20,4,1,1,29,2,30.0,9.18
1644,1193,20,4,1,1,16,2,31.0,9.06
1645,470,21,1,1,1,14,2,46.0,9.0
1646,1005,19,1,1,1,41,2,44.0,8.916
1647,382,22,4,1,1,12,2,40.0,8.76
1648,343,19,1,1,1,12,2,39.0,8.46
1649,672,16,4,1,1,14,2,63.759,5.4
1650,670,21,4,1,2,12,2,29.0,8.388
1651,372,20,4,1,1,12,2,42.0,8.34
1652,701,20,4,1,1,40,2,37.0,8.1
1653,1211,22,4,1,1,14,2,40.0,8.1
1654,349,17,4,1,1,137,2,33.0,7.74
1655,371,21,4,1,1,25,2,26.0,7.68
1656,555,24,4,0,1,40,4,24.0,14.34
1657,1063,18,4,1,1,56,2,156.596,5.4
1658,299,20,4,1,1,12,2,98.778,6.96
1659,1549,13,4,0,2,61,2,145.0,9.6
1660,648,21,4,1,1,12,2,26.0,9.48
1661,1508,20,1,0,2,14,2,60.0,21.0
1662,1001,20,4,1,1,14,2,560.0,6.72
1663,376,20,4,1,1,50,2,45.0,7.62
1664,1688,22,4,0,1,56,2,27.0,7.5
1665,1529,21,4,0,1,61,2,43.0,10.32
1666,1720,18,4,1,1,12,2,37.0,11.88
1667,27,17,1,0,1,14,2,46.0,23.879999999999995
1668,645,14,4,0,1,40,2,51.366,3.36
1669,373,20,4,0,1,63,2,77.331,7.56
1670,350,19,4,1,1,37,4,77.783,7.56
1671,1552,19,1,0,1,13,2,44.0,27.0
1672,897,21,1,0,2,16,2,56.276,7.5
1673,305,15,4,1,2,138,2,44.408,3.48
1674,1624,13,1,1,1,24,2,80.0,1.8
1675,1812,22,4,1,1,77,4,20.0,7.32
1676,725,24,4,0,1,36,2,19.0,28.68
1677,205,22,1,0,1,16,2,73.5,32.4
1678,1054,22,4,0,1,33,2,28.783,9.72
1679,1233,21,1,1,1,12,2,43.0,11.7
1680,1495,13,1,1,2,13,2,117.5,1.8
1681,1188,15,4,0,1,12,2,46.352,5.4
1682,1813,20,4,1,1,130,2,84.123,5.280000000000001
1683,683,22,4,1,1,14,2,22.773,9.36
1684,972,20,4,1,2,72,2,20.0,3.6
1685,112,14,4,1,3,138,2,77.075,2.1
1686,1353,21,1,0,1,72,2,38.0,51.6
1687,1448,19,4,1,1,15,2,70.0,2.52
1688,1345,19,1,0,1,12,2,40.0,24.6
1689,158,5,4,1,1,130,2,20.0,0.72
1690,494,19,4,1,1,137,2,60.0,4.62
1691,990,11,4,1,1,82,4,19.521,2.22
1692,986,20,4,0,2,23,2,19.8,4.56
1693,1783,22,1,1,1,40,2,50.0,23.7
1694,1741,15,1,1,1,37,4,50.0,7.02
1695,361,22,4,1,1,41,2,37.0,12.6
1696,896,22,1,1,1,40,2,40.0,9.6
1697,397,20,1,1,1,12,2,10.7,9.9
1698,350,17,4,1,1,14,2,31.8,7.32
1699,1001,19,4,1,1,12,2,32.4,6.948
1700,286,23,4,1,1,16,2,4.7,9.42
1701,482,21,4,1,1,44,2,33.5,6.3
1702,1180,21,1,1,1,137,2,54.8,8.388
1703,585,20,1,1,1,14,2,44.0,9.588
1704,1266,17,4,1,1,12,2,19.0,4.980000000000001
1705,385,22,4,0,1,14,2,22.0,9.468
1706,700,23,4,1,1,137,2,12.9,9.42
1707,275,22,4,0,1,3,2,22.7,9.36
1708,1287,13,4,1,2,12,2,69.0,2.268
1709,525,15,4,1,1,40,2,60.0,3.228
1710,700,23,4,1,1,40,2,9.5,10.8
1711,359,24,4,1,1,82,4,15.0,11.760000000000002
1712,762,23,4,1,1,11,2,19.0,15.12
1713,1791,25,1,0,1,137,2,3.5,36.6
1714,235,13,4,1,1,11,2,81.721,2.28
1715,1284,15,4,1,1,137,2,109.656,2.52
1716,235,15,4,1,1,12,2,87.955,2.34
1717,986,18,4,0,1,108,2,50.0,3.96
1718,1170,22,4,0,1,107,4,12.99,9.6
1719,70,17,1,0,1,41,2,75.099,35.988
1720,1342,13,1,0,1,12,2,120.0,17.4
1721,1520,18,1,0,2,19,2,70.0,7.14
1722,671,12,4,1,2,47,2,90.0,3.0
1723,1442,24,4,0,2,50,2,10.0,15.0
1724,428,21,4,0,1,13,2,44.0,15.3
1725,1543,16,4,0,1,37,4,29.5,8.268
1726,305,16,4,1,1,41,2,81.2,3.78
1727,904,19,1,0,1,14,2,50.0,8.4
1728,1862,19,1,0,1,44,2,141.383,7.32
1729,283,22,4,0,1,12,2,34.392,9.6
1730,593,16,1,0,1,70,2,90.0,7.2
1731,494,17,4,1,1,3,2,47.681,4.68
1732,1376,22,4,0,1,135,2,25.9,49.188
1733,523,12,4,1,3,12,2,120.0,1.86
1734,1290,6,4,1,2,40,2,68.952,1.188
1735,627,14,4,1,2,22,2,41.525,4.02
1736,1562,24,1,1,1,60,2,15.0,10.68
1737,753,24,4,0,1,41,2,11.0,21.9
1738,732,22,1,1,1,37,2,29.99,23.4
1739,337,23,4,0,1,41,2,25.0,17.4
1740,592,25,1,0,1,41,2,20.0,18.0
1741,226,19,1,1,2,40,2,90.0,4.8
1742,398,21,1,1,1,74,5,80.0,10.5
1743,347,19,4,0,2,56,2,50.0,10.2
1744,884,13,1,1,2,12,2,90.0,5.76
1745,1717,18,4,0,2,138,2,70.0,11.112
1746,1118,23,4,0,1,130,2,20.0,7.2
1747,1517,21,4,0,1,61,2,25.0,11.88
1748,990,9,4,1,2,40,2,60.0,0.54
1749,31,18,1,0,1,39,2,56.0,26.46
1750,347,19,4,0,1,61,2,53.0,10.2
1751,202,23,4,1,1,82,4,10.0,11.639999999999999
1752,4,15,1,0,1,50,2,110.0,12.6
1753,1793,21,1,1,1,67,2,99.99,26.4
1754,1538,17,4,1,2,12,2,68.0,5.04
1755,63,17,1,0,4,138,2,68.5,25.2
1756,1226,18,4,1,2,40,2,50.599,6.9
1757,1828,18,4,1,2,41,2,54.431,5.819999999999999
1758,357,22,4,0,1,0,2,65.855,11.4
1759,178,17,1,1,2,92,5,113.706,5.819999999999999
1760,1660,23,2,0,1,40,5,40.0,17.4
1761,868,15,1,1,2,51,2,100.0,6.6
1762,856,24,1,1,1,82,4,36.7,17.82
1763,580,12,4,1,2,98,4,40.0,3.0
1764,1788,23,1,1,1,12,2,50.0,29.4
1765,1797,22,1,0,1,107,4,50.0,31.8
1766,501,22,4,1,1,14,2,40.0,7.2
1767,1358,21,1,0,1,61,2,135.0,78.0
1768,372,19,4,1,1,47,2,40.0,7.32
1769,21,19,1,0,1,107,2,15.0,39.6
1770,428,19,4,0,1,23,2,39.0,12.42
1771,1356,19,1,0,2,98,4,60.0,57.0
1772,1733,16,1,1,4,72,2,120.0,3.84
1773,1797,22,1,0,1,67,2,60.0,30.9
1774,1354,20,1,0,1,74,4,45.0,59.4
1775,82,22,1,0,1,13,3,23.0,44.1
1776,935,22,1,0,1,50,2,46.952,20.4
1777,841,20,1,1,2,44,2,35.0,5.4
1778,1537,17,4,1,2,137,2,70.0,5.16
1779,586,21,1,1,2,12,2,90.0,10.560000000000002
1780,1031,21,4,1,1,12,2,35.0,5.1
1781,482,21,4,1,1,12,2,19.4,6.3
1782,653,15,4,1,2,22,2,80.0,3.66
1783,494,18,4,1,1,78,4,30.9,5.4
1784,757,24,4,0,1,47,2,30.0,21.0
1785,509,16,1,0,1,47,2,77.0,15.6
1786,427,21,4,1,1,41,2,36.0,16.2
1787,428,22,4,0,1,28,2,19.0,17.4
1788,184,20,1,1,1,63,2,70.0,9.9
1789,1511,17,4,1,1,61,2,85.0,14.4
1790,6,13,4,0,1,106,4,23.0,18.0
1791,1513,18,1,0,1,56,2,75.0,19.2
1792,1755,16,1,0,1,88,2,85.0,23.4
1793,1713,15,4,1,1,106,4,50.0,9.3
1794,1708,18,2,0,1,62,4,50.0,27.6
1795,1755,19,1,0,1,63,2,60.0,30.6
1796,1887,21,1,0,1,83,2,60.0,78.0
1797,1883,18,1,0,1,97,2,36.0,26.4
1798,1892,18,1,0,1,61,2,120.0,28.8
1799,17,13,1,0,1,70,1,70.0,15.6
1800,28,16,1,0,2,104,4,94.0,19.2
1801,1374,21,4,0,1,104,4,9.0,45.0
1802,42,16,1,0,1,67,2,135.0,27.6
1803,44,21,1,0,1,67,2,70.0,69.6
1804,52,14,1,0,1,67,2,39.0,18.0
1805,52,15,1,0,1,108,2,50.0,19.2
1806,55,23,1,0,1,101,2,8.0,54.0
1807,92,19,1,0,1,67,2,50.0,48.0
1808,1370,23,1,0,1,14,2,14.0,156.0
1809,61,21,1,0,1,41,2,40.0,55.2
1810,1838,16,1,1,2,40,2,196.0,4.5
1811,1865,21,1,0,1,54,2,95.0,10.2
1812,1655,21,1,1,1,41,2,48.632,9.0
1813,1301,11,4,0,2,72,2,90.0,9.6
1814,1865,21,1,0,1,59,2,95.0,10.2
1815,1307,21,1,0,1,72,2,55.0,46.8
1816,1337,20,1,0,1,39,2,18.0,56.4
1817,1349,21,1,0,1,108,2,29.0,60.0
1818,1810,23,4,0,1,12,2,5.0,13.2
1819,75,20,1,0,1,132,2,25.0,84.0
1820,627,14,4,1,2,138,2,41.0,3.9
1821,453,16,4,1,1,130,2,63.463,3.0
1822,1463,24,4,0,1,12,2,20.0,10.788
1823,973,17,4,1,1,137,2,69.852,3.204
1824,495,19,4,0,1,138,4,29.584,6.3
1825,1266,17,4,1,1,12,2,27.514,4.74
1826,1487,22,4,1,1,137,2,30.339,8.28
1827,1007,22,4,0,1,3,2,39.386,10.2
1828,1266,15,4,1,1,16,2,64.671,3.6
1829,521,22,4,1,1,12,2,30.67,5.880000000000001
1830,1206,21,1,1,1,137,2,46.086,8.04
1831,999,18,4,1,1,13,2,70.346,6.6
1832,1262,8,4,1,1,137,2,50.0,1.8
1833,270,18,4,1,1,137,2,80.0,4.8
1834,1240,19,4,0,1,12,2,58.365,5.388
1835,1271,20,4,1,1,12,2,12.0,5.988
1836,689,12,4,1,1,16,2,58.182,3.48
1837,494,16,4,1,1,60,2,325.0,3.9
1838,160,17,1,1,1,16,2,127.152,3.24
1839,732,21,1,1,1,61,2,98.492,14.64
1840,1164,21,1,0,1,98,4,23.0,9.3
1841,1,20,1,0,1,115,4,45.0,24.9
1842,1797,22,1,0,1,36,3,63.001,29.88
1843,212,19,1,0,1,98,4,72.0,24.6
1844,1279,23,4,1,1,82,4,26.0,13.74
1845,1796,22,1,0,2,137,2,46.0,24.9
1846,1788,21,1,1,1,16,2,140.0,23.4
1847,553,24,4,0,1,62,4,3.5,12.72
1848,1068,18,1,1,1,41,2,120.0,6.48
1849,1887,21,1,0,1,137,2,39.0,78.0
1850,1862,20,1,0,1,36,3,79.1,11.4
1851,1284,12,4,1,2,40,2,60.0,2.1
1852,1277,25,4,1,1,50,2,30.0,12.0
1853,1562,23,1,1,1,14,2,46.0,9.9
1854,1867,21,4,1,1,37,4,65.232,10.32
1855,1838,13,1,1,1,94,4,106.865,3.24
1856,902,19,1,0,1,41,2,49.9,9.6
1857,885,10,1,1,3,3,2,100.0,3.18
1858,168,18,1,1,1,36,2,110.0,6.3
1859,517,23,4,0,1,115,4,9.0,6.912
1860,1138,23,4,1,1,16,2,15.0,11.339999999999998
1861,214,22,1,0,1,40,4,45.0,39.0
1862,1206,16,1,1,2,29,2,100.0,5.4
1863,298,20,4,0,2,137,2,80.0,9.78
1864,702,18,1,1,1,40,2,80.0,6.384
1865,686,24,4,0,1,29,2,11.0,13.5
1866,347,18,4,0,2,12,2,50.0,8.7
1867,674,18,1,1,1,41,2,90.0,6.9
1868,478,21,4,1,1,47,2,90.0,6.0
1869,1522,22,1,0,1,137,2,93.5,11.7
1870,432,20,4,0,2,134,2,32.0,11.988
1871,1266,17,4,1,1,41,2,60.0,4.08
1872,108,18,1,1,2,63,1,70.0,2.58
1873,337,20,4,0,2,57,2,70.0,10.32
1874,1819,13,4,0,2,16,2,18.999,18.3
1875,365,10,4,0,2,12,2,110.0,4.2
1876,1182,14,1,1,2,35,2,145.0,3.78
1877,637,11,4,1,1,137,2,60.0,2.28
1878,1474,15,1,1,1,12,2,50.0,3.0
1879,1266,18,4,1,2,114,4,70.0,3.96
1880,665,18,4,1,1,8,2,48.0,7.08
1881,712,17,1,1,3,44,2,80.0,9.6
1882,413,23,1,1,1,16,2,40.0,9.3
1883,566,18,1,1,1,67,2,50.0,8.4
1884,162,15,1,1,1,74,4,158.763,2.4
1885,54,20,1,0,1,74,4,35.0,37.8
1886,1672,15,1,1,2,40,2,90.0,3.72
1887,947,16,1,1,3,74,4,120.0,9.0
1888,350,18,4,1,2,40,2,60.0,6.6
1889,945,18,1,1,1,50,2,70.0,10.8
1890,324,15,4,1,1,14,2,97.32,5.1
1891,1870,17,1,1,1,24,2,118.393,5.880000000000001
1892,388,24,4,1,1,138,2,24.774,10.68
1893,155,13,4,1,1,61,2,50.0,2.04
1894,1453,23,4,0,1,13,2,13.8,5.880000000000001
1895,1557,14,1,1,2,137,2,147.0,4.8
1896,272,19,4,1,3,41,4,50.0,5.76
1897,449,20,4,1,2,88,5,50.0,3.84
1898,294,21,1,1,1,41,2,30.0,10.2
1899,1780,17,1,1,1,56,2,56.001,17.88
1900,344,19,1,1,1,137,2,60.0,8.7
1901,1722,19,4,0,2,13,2,32.976,12.468
1902,1266,17,4,1,1,132,2,6.83,4.248
1903,1396,19,4,1,1,47,2,76.018,3.936
1904,460,19,4,1,1,74,4,65.841,3.24
1905,433,20,4,1,2,135,2,29.943,9.588
1906,1637,17,1,1,1,56,2,35.383,6.012
1907,1293,7,4,1,3,14,2,90.0,1.14
1908,1549,15,4,0,2,137,2,50.0,5.7
1909,111,13,4,1,1,12,2,63.723,1.608
1910,1252,19,0,1,1,24,2,75.27,4.08
1911,647,14,4,1,3,13,2,80.502,3.168
1912,152,16,4,1,1,13,2,39.52,2.6880000000000006
1913,1846,14,4,1,1,41,2,60.0,3.54
1914,1846,13,4,1,1,74,4,79.0,3.18
1915,1821,18,1,1,1,104,2,66.0,5.819999999999999
1916,945,15,1,1,2,100,1,116.509,5.556
1917,19,15,1,0,2,12,2,76.398,13.02
1918,47,14,4,0,2,74,2,55.0,42.0
1919,701,17,4,1,1,16,2,61.0,5.364
1920,783,17,1,0,2,12,2,80.0,22.2
1921,1062,19,1,1,1,12,2,64.803,7.248
1922,653,13,4,1,1,40,2,34.453,3.024
